SpecFile	LocalSpecIdx	Scan	LocalPeptideIdx	Name	Score	P-Value	PeptideMass	SpectrumMass	Retention	Adduct	Charge
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	9438	9438	6138	JPKOGSRBGUXTOA	5.775	1.4e-03	407.185	408.192	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	1484	1484	1484	DZLOHEOHWICNIL	6.638	1.4e-03	326.128	327.136	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	10969	10969	10969	BEZZFPOZAYTVHN	7.68	1.4e-03	315.068	316.075	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	6940	6940	6940	JOWVGZMGFFSVRV	6.412	1.4e-03	283.178	284.185	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	2305	2305	2305	UYGNVAUODFXWOK	5.933	1.4e-03	415.142	416.15	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	1162	1162	21	QATUWZPYBIHFFR	5.589	1.4e-03	358.142	359.149	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	78	78	78	CMJFOBNRYRSQGE	5.58	1.4e-03	282.1	283.108	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	10032	10032	11206	DWNAQMUDCDVSLT	6.224	1.4e-03	318.089	319.081	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	6527	6527	6527	SLIVCJIYDODSCI	5.845	1.4e-03	315.147	316.155	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	10852	10852	10852	REQCZEXYDRLIBE	5.651	1.4e-03	235.168	236.177	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	819	819	819	GRNFGBBADZIGAQ	5.962	1.4e-03	872.492	873.5	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	2046	2046	2046	OFQKTZRDRXZBON	5.99	1.4e-03	431.221	432.23	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	1091	1091	1091	LVGKNOAMLMIIKO	6.279	1.4e-03	310.287	311.294	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	3845	3845	3845	GBKBPIXSSQJOPJ	5.687	1.4e-03	502.22	503.228	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	2894	2894	9921	CIPDGAJKNINTBP	5.84	1.4e-03	413.184	414.192	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	11340	11340	11340	YSGSDAIMSCVPHG	5.592	1.4e-03	248.119	249.126	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	11590	11590	5142	MZNKKVMOBDPECG	6.183	1.4e-03	366.194	367.202	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	3601	3601	3601	SKUGZRGAYUSNFO	6.462	1.4e-03	463.199	464.207	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	11387	11387	10154	JBFYFLXEJFQWMU	5.647	1.4e-03	275.112	276.124	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	10036	10036	10036	OTYODNIZJWSDRE	5.616	1.4e-03	443.194	444.202	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	9235	9235	9235	RTQZACYXEASSEF	7.766	1.4e-03	926.306	927.313	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	10371	10371	10371	YHXISWVBGDMDLQ	5.786	1.5e-03	268.098	269.105	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	6727	6727	6727	HQPIKMNKCMXJQC	6.105	1.5e-03	310.107	311.115	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	10496	10496	2894	VWGGZKLSAOKBTB	5.979	1.5e-03	413.184	414.192	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	3004	3004	3004	RSQMJYYPSGXQML	7.891	1.5e-03	777.326	778.33	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	505	505	505	UJQFPCFWOKPURJ	6.733	1.5e-03	984.29	985.297	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	772	772	8971	WQWHNWZUMBKISP	5.86	1.5e-03	380.174	381.17	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	3950	3950	1425	XDGRXQNYJMQLPU	5.551	1.5e-03	352.179	353.186	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	4950	4950	4950	YLCKQNHDIIGLSU	5.871	1.5e-03	373.153	374.16	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	4789	4789	1963	SZSNPNCTSHASFJ	5.963	1.5e-03	362.173	363.18	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	4719	4719	4719	NKURNVCWJJFIBK	5.533	1.5e-03	1266.59	1267.6	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	8661	8661	8661	JBAYXBWJNDAHDZ	5.972	1.5e-03	384.23	385.237	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	1246	1246	9027	PGOMXBOHQUBUMI	7.406	1.5e-03	342.11	343.118	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	8479	8479	8479	LFULEKSKNZEWOE	5.743	1.5e-03	217.006	218.015	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	5044	5044	5044	APIDTRXFGYOLLH	5.922	1.5e-03	250.099	251.106	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	10572	10572	10572	UEBRRVYQTOVOPM	5.999	1.5e-03	485.147	486.155	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	4118	4118	3022	SQKIASKKQDTHDZ	5.808	1.5e-03	372.169	373.176	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	6017	6017	4605	ZWCMEFQMFZUKDZ	5.873	1.5e-03	398.184	399.192	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	5449	5449	5449	BBYMKSSAUUNUNH	5.979	1.5e-03	399.168	400.176	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	4117	4117	4313	XMZFVIHXDZKBHP	7.171	1.5e-03	424.211	425.207	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	9445	9445	9445	HKBYEHNTKISRIN	5.629	1.5e-03	446.184	447.192	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	4659	4659	4659	DOMWKUIIPQCAJU	5.929	1.5e-03	428.293	429.304	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	2130	2130	8626	DFGOIVFBKDWNBI	5.996	1.5e-03	378.168	379.175	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	2898	2898	2898	VNTNQZVUQJROCO	5.926	1.5e-03	408.145	409.152	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	1233	1233	1233	WHAAPCGHVWVUEX	5.786	1.5e-03	273.136	274.144	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	8466	8466	1948	HHDWDLBSGSYIQQ	6.241	1.6e-03	422.142	423.15	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	10760	10760	10760	FCSKUNOKIVAIKK	5.954	1.6e-03	438.168	439.175	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	8917	8917	8917	WKVKJOYONAXNFU	5.681	1.6e-03	387.168	388.176	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	11462	11462	8917	WKVKJOYONAXNFU	5.901	1.6e-03	387.168	388.176	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	6174	6174	5897	WYVVKGNFXHOCQV	6.586	1.6e-03	280.991	281.999	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	1451	1451	1451	JFLIEFSWGNOPJJ	5.915	1.6e-03	264.111	265.118	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	366	366	8626	DFGOIVFBKDWNBI	6.032	1.6e-03	378.168	379.175	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	2040	2040	2040	FXPWZCUQBSEHTH	6.645	1.6e-03	529.268	530.275	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	2805	2805	2805	JUKPWJGBANNWMW	6.394	1.6e-03	414.204	415.212	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	5122	5122	5122	PCUIFSZMAIXEDE	5.606	1.6e-03	341.138	342.149	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	7874	7874	7874	PAJBGQYAGYFSOC	5.806	1.6e-03	434.184	435.192	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	7084	7084	944	MROJXXOCABQVEF	5.784	1.6e-03	193.074	194.096	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	4346	4346	10937	QYYXQWVXWIYWSE	6.119	1.6e-03	572.132	573.139	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	292	292	292	AIFVFVGRWAMEBM	6.719	1.6e-03	598.169	599.176	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	7489	7489	7489	UNLDGAKKIPYPKG	5.776	1.6e-03	366.131	367.139	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	5595	5595	5595	KMFKNAATJIDJKG	6.145	1.6e-03	520.247	521.256	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	11834	11834	5364	NZKAQZURXRPUQX	5.539	1.6e-03	352.179	353.185	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	2085	2085	2085	JMKKXEUWOPVHKC	5.992	1.6e-03	426.215	427.223	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	11790	11790	11790	WVSSNUZLIYYGTF	5.952	1.6e-03	474.225	475.233	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	1249	1249	1249	PCCSQTIJPCBNTJ	5.979	1.6e-03	385.189	386.197	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	7896	7896	7896	YFIUIQDIYVFGFI	5.749	1.6e-03	321.078	322.087	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	11443	11443	11443	RFYNAVYPYXLVOM	5.603	1.6e-03	255.126	256.133	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	6790	6790	6790	BXLYSRPHVMCOPS	5.592	1.7e-03	218.127	219.134	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	7411	7411	7411	VCXROLZIPAFETE	5.579	1.7e-03	431.137	432.145	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	3033	3033	3033	WAXVGUHXLGWVHX	5.897	1.7e-03	301.131	302.139	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	8438	8438	7983	AFCAWRFTSGVRQA	5.975	1.7e-03	452.132	453.139	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	3025	3025	3025	OAIUGWIDKWVXDU	5.916	1.7e-03	433.164	434.172	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	3952	3952	3952	NOIIUHRQUVNIDD	5.6	1.7e-03	298.143	299.15	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	8471	8471	2948	GIUVFWDLNFDKHT	6.48	1.7e-03	398.209	399.201	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	4760	4760	1785	AZLASBBHHSLQDB	6.037	1.7e-03	244.179	245.18	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	4154	4154	4154	DUNFAZHEVVYXGG	5.582	1.7e-03	522.174	523.181	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	2596	2596	11707	SPAOQMDWHWSIOV	6.349	1.7e-03	316.167	317.175	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	42	42	42	DQBXBQIOPVLJEV	6.228	1.7e-03	666.398	667.405	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	10562	10562	10259	GWQSYRUODDDVOT	6.242	1.7e-03	404.22	405.231	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	4734	4734	4734	WZHJKEUHNJHDLS	7.188	1.7e-03	403.226	404.234	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	8238	8238	436	RPGMWZAXKRWPHG	6.028	1.7e-03	412.2	413.208	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	2432	2432	4309	VUXVICJLLYFORC	6.405	1.7e-03	754.232	755.239	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	11203	11203	8416	RIPKCRCUFJSKKD	6.552	1.7e-03	442.236	443.243	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	6445	6445	5228	WQXKOBYLQWJFPY	5.999	1.7e-03	415.199	416.207	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	5107	5107	5107	BYTYHIIQPJFZAU	5.589	1.7e-03	423.132	424.14	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	734	734	734	STKYPAFSDFAEPH	5.743	1.7e-03	174.1	175.108	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	7253	7253	7253	YYGWINQHPKCLEF	5.703	1.7e-03	308.08	309.088	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	532	532	532	POMGXFJJUDSWMP	5.743	1.7e-03	433.2	434.208	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	5724	5724	5724	AMJALMUHGMYUPN	5.908	1.7e-03	403.153	404.161	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	8197	8197	8197	ALXRUJOUFGNSHT	5.732	1.7e-03	353.014	354.016	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	5899	5899	5899	WSXBUOKXKZMYGZ	5.689	1.7e-03	369.158	370.165	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	5208	5208	6838	UNFGCPCUYMXWDG	5.62	1.7e-03	420.178	421.176	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	3094	3094	3094	NMLUOJBSAYAYEM	5.641	1.7e-03	368.21	369.217	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	9550	9550	9550	QUMQGUKQKPMFHH	5.651	1.7e-03	438.215	439.223	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	9582	9582	9582	GOBIDZCUVCOUAI	5.833	1.8e-03	545.346	546.354	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	10624	10624	10624	HUJXGQILHAUCCV	5.96	1.8e-03	510.051	511.062	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	9608	9608	3094	NMLUOJBSAYAYEM	5.654	1.8e-03	368.21	369.217	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	3773	3773	3773	DOULWWSSZVEPIN	6.268	1.8e-03	192.126	193.133	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	4861	4861	4861	XMAYWYJOQHXEEK	5.897	1.8e-03	530.149	531.156	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	6148	6148	6148	GINXNJAUPLDVAU	5.544	1.8e-03	429.179	430.187	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	11288	11288	7244	HYTBGBFBMYXFFD	5.668	1.8e-03	408.169	409.176	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	3583	3583	2729	KXEMQEGRZWUKJS	6.341	1.8e-03	382.189	383.197	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	3378	3378	3378	HZEOENYXYFFKIU	5.661	1.8e-03	333.158	334.165	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	3333	3333	3333	BNJUELXOBVNCKN	5.675	1.8e-03	503.158	504.166	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	2163	2163	2163	KMAREPQCUSHBQE	6.063	1.8e-03	401.174	402.182	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	9924	9924	5132	XGQQRJZRTBKBRM	6.041	1.8e-03	378.241	379.248	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	5319	5319	1249	PCCSQTIJPCBNTJ	5.945	1.8e-03	385.189	386.197	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	10231	10231	10231	RNQGLADNZZASLE	5.567	1.9e-03	465.179	466.187	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	2640	2640	2640	QPOOMJOQGJEDNY	5.956	1.9e-03	506.205	507.213	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	436	436	436	RPGMWZAXKRWPHG	6.028	1.9e-03	412.2	413.208	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	1303	1303	1303	YQAIUOWPSUOINN	5.703	1.9e-03	245.174	246.181	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	11398	11398	11398	LSHAJDRFVTXNOB	5.979	1.9e-03	954.482	955.49	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	714	714	714	LFKQVVDFNHDYNK	6.431	1.9e-03	478.148	479.155	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	2634	2634	2001	VXRAIAAMNNTQES	5.791	1.9e-03	322.168	323.175	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	5368	5368	11673	OLZQIITXGLOYDE	5.93	1.9e-03	488.231	489.228	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	2753	2753	2753	VTQUQEWGIJRVHB	5.783	1.9e-03	504.163	505.17	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	10934	10934	10934	BVIXPBFQDINHQZ	5.951	1.9e-03	519.166	520.173	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	7830	7830	3262	XWOBNBRUDDUEEY	6.29	1.9e-03	268.154	269.161	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	4547	4547	4547	FGWJRZQNNZVCHR	5.661	1.9e-03	412.2	413.207	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	6875	6875	456	PCMUPOUDXMFDRE	5.575	1.9e-03	446.133	447.126	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	773	773	773	KBKUJJFDSHBPPA	6.461	1.9e-03	458.23	459.237	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	5631	5631	5631	JYWYHBYADQANKH	5.99	1.9e-03	349.179	350.19	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	10220	10220	2389	XKIBNYJGNBTYMP	6.042	1.9e-03	332.09	333.097	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	5557	5557	5557	LUMXICQAOKVQOB	5.794	1.9e-03	232.142	233.15	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	11232	11232	2163	KMAREPQCUSHBQE	5.998	1.9e-03	401.174	402.182	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	5115	5115	5115	SWRXIGFQDQTNKP	5.534	1.9e-03	636.424	637.431	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	10682	10682	1396	QPLSCFLMIOADPA	6.102	2.0e-03	344.126	345.133	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	6736	6736	6736	VGGGPCQERPFHOB	6.629	2.0e-03	308.174	309.181	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	2422	2422	9445	HKBYEHNTKISRIN	5.866	2.0e-03	446.184	447.192	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	9541	9541	9541	UPVUIHYDECYHEG	6.1	2.0e-03	444.169	445.176	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	3834	3834	3834	QKDHVEHKHGYWMD	6.316	2.0e-03	302.152	303.159	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	4206	4206	4206	LJYFZKKLKJAKAX	6.428	2.0e-03	341.147	342.155	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	2590	2590	8899	UVEAGUHTRHTRJO	5.774	2.0e-03	399.205	400.212	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	10059	10059	57	MPAKYMOQGZITTQ	5.906	2.0e-03	318.074	319.081	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	7674	7674	4097	VHLWWGUJUDALRY	6.224	2.0e-03	372.23	373.238	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	1337	1337	1337	DSAGYHKERFGOOJ	5.759	2.0e-03	421.153	422.16	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	6175	6175	6175	UTJDAYALMCIMIH	5.561	2.0e-03	499.14	500.148	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	5651	5651	5651	VZXXKDXPNLDDQT	5.765	2.0e-03	462.215	463.223	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	9299	9299	2163	KMAREPQCUSHBQE	5.961	2.0e-03	401.174	402.182	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	9691	9691	3262	XWOBNBRUDDUEEY	6.226	2.0e-03	268.154	269.16	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	6845	6845	3358	MPNPJQYCBQXPGW	5.937	2.0e-03	368.174	369.181	-1	M+H	1
